City,State,Latitude,Longitude,Datetime,Year,Month,Day,Hour,Day_of_Week,Day_Name,Week_of_Year,Is_Weekend,Quarter,Season,Time_of_Day,Temp_2m_C,Temp_80m_C,Temp_120m_C,Temp_180m_C,Humidity_Percent,Dew_Point_C,Humidity_Category,Wind_Speed_10m_kmh,Wind_Speed_80m_kmh,Wind_Speed_120m_kmh,Wind_Dir_10m,Wind_Gusts_kmh,Wind_Category,Wind_Stagnation,Precipitation_mm,Rain_mm,Is_Raining,Heavy_Rain,Pressure_MSL_hPa,Surface_Pressure_hPa,Solar_Radiation_Wm2,Direct_Radiation_Wm2,Diffuse_Radiation_Wm2,UV_Index,Cloud_Cover_Percent,Cloud_Low_Percent,Cloud_Mid_Percent,Cloud_High_Percent,Is_Daytime,Sunshine_Seconds,PM2_5_ugm3,PM10_ugm3,PM_Ratio,CO_ugm3,NO2_ugm3,SO2_ugm3,O3_ugm3,Dust_ugm3,NH3_ugm3,AOD,US_AQI,US_AQI_PM25,US_AQI_PM10,US_AQI_NO2,US_AQI_O3,US_AQI_CO,EU_AQI,EU_AQI_PM25,EU_AQI_PM10,AQI_Category,PM25_Category_India,Temp_Inversion,Inversion_Strength_C,Festival_Period,Crop_Burning_Season
Agartala,Tripura,23.8315,91.2868,2022-08-22 02:00:00,2022,8,22,2,0,Monday,34,0,3,Monsoon,Night,26.3,,,,94,25.3,Very_Humid,5.6,,,105,9.4,Moderate,0,1.3,1.3,1,0,1001.6,1000.2,0.0,0.0,0.0,,95,65,25,83,0,0.0,15.4,22.9,0.6724890829694323,203.0,13.1,1.9,35.0,0.0,,0.36,53.0,53.0,19.0,6.0,12.0,2,27.0,27.0,20.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 03:00:00,2022,8,22,3,0,Monday,34,0,3,Monsoon,Night,26.1,,,,96,25.3,Very_Humid,6.3,,,149,10.1,Moderate,0,0.7,0.7,1,0,1001.7,1000.3,0.0,0.0,0.0,,99,71,20,96,0,0.0,15.4,22.8,0.6754385964912281,201.0,11.7,2.0,35.0,0.0,,0.35,54.0,54.0,19.0,6.0,12.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 04:00:00,2022,8,22,4,0,Monday,34,0,3,Monsoon,Night,26.1,,,,95,25.2,Very_Humid,3.9,,,124,11.5,Light,0,0.8,0.8,1,0,1001.9,1000.5,0.0,0.0,0.0,,100,100,6,57,0,0.0,15.2,22.5,0.6755555555555556,200.0,11.5,2.0,35.0,0.0,,0.36,54.0,54.0,19.0,6.0,13.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 05:00:00,2022,8,22,5,0,Monday,34,0,3,Monsoon,Night,25.9,,,,94,24.9,Very_Humid,7.6,,,93,10.1,Moderate,0,0.0,0.0,0,0,1001.8,1000.4,6.0,1.0,5.0,,84,52,22,61,1,0.0,13.7,20.3,0.6748768472906403,190.0,14.4,0.6,37.0,0.0,,0.38,54.0,54.0,19.0,7.0,14.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 06:00:00,2022,8,22,6,0,Monday,34,0,3,Monsoon,Early_Morning,26.9,,,,91,25.3,Very_Humid,9.2,,,111,18.7,Moderate,0,0.2,0.2,1,0,1002.2,1000.8,85.0,25.0,60.0,,42,0,4,41,1,1797.22,10.3,15.2,0.6776315789473685,196.0,16.9,0.7,36.0,0.0,,0.33,54.0,54.0,19.0,8.0,15.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 07:00:00,2022,8,22,7,0,Monday,34,0,3,Monsoon,Early_Morning,28.2,,,,85,25.4,Humid,8.5,,,126,19.8,Moderate,0,0.0,0.0,0,0,1002.6,1001.2,285.0,175.0,110.0,,100,100,6,100,1,3600.0,9.8,14.3,0.6853146853146853,204.0,20.5,0.9,34.0,0.0,,0.24,54.0,54.0,19.0,10.0,15.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 08:00:00,2022,8,22,8,0,Monday,34,0,3,Monsoon,Early_Morning,29.7,,,,77,25.2,Humid,8.0,,,126,21.2,Moderate,0,0.0,0.0,0,0,1003.0,1001.6,394.0,153.0,241.0,,93,44,1,88,1,3600.0,10.2,14.9,0.6845637583892616,211.0,23.4,1.0,36.0,0.0,,0.24,54.0,54.0,19.0,12.0,16.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 09:00:00,2022,8,22,9,0,Monday,34,0,3,Monsoon,Morning,31.2,,,,70,25.1,Comfortable,6.1,,,118,19.1,Moderate,0,0.0,0.0,0,0,1002.7,1001.4,556.0,306.0,250.0,,64,48,1,31,1,3600.0,11.1,16.2,0.6851851851851852,209.0,22.3,1.1,44.0,0.0,,0.23,54.0,54.0,19.0,11.0,16.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 10:00:00,2022,8,22,10,0,Monday,34,0,3,Monsoon,Morning,32.2,,,,67,25.3,Comfortable,4.2,,,110,18.4,Light,0,0.0,0.0,0,0,1002.1,1000.8,718.0,457.0,261.0,,100,46,1,100,1,3600.0,12.7,18.5,0.6864864864864865,204.0,19.6,1.2,55.0,0.0,,0.23,54.0,54.0,19.0,10.0,17.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 11:00:00,2022,8,22,11,0,Monday,34,0,3,Monsoon,Morning,32.9,,,,65,25.6,Comfortable,1.9,,,68,16.2,Calm,1,0.0,0.0,0,0,1001.2,999.9,838.0,608.0,230.0,,100,24,2,100,1,3600.0,14.6,21.3,0.6854460093896714,198.0,16.3,1.4,70.0,0.0,,0.25,55.0,55.0,19.0,8.0,18.0,2,28.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 12:00:00,2022,8,22,12,0,Monday,34,0,3,Monsoon,Morning,33.3,,,,64,25.6,Comfortable,1.5,,,346,14.0,Calm,1,0.0,0.0,0,0,999.9,998.6,786.0,498.0,288.0,,100,13,3,100,1,3600.0,15.1,22.0,0.6863636363636364,192.0,13.0,1.3,82.0,0.0,,0.25,55.0,55.0,19.0,6.0,20.0,2,33.0,28.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 13:00:00,2022,8,22,13,0,Monday,34,0,3,Monsoon,Afternoon,33.7,,,,63,25.6,Comfortable,3.6,,,315,14.4,Light,0,0.0,0.0,0,0,998.7,997.4,736.0,449.0,287.0,,100,8,8,100,1,3600.0,15.3,22.5,0.68,187.0,9.4,1.2,95.0,0.0,,0.25,55.0,55.0,19.0,5.0,23.0,2,38.0,29.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 14:00:00,2022,8,22,14,0,Monday,34,0,3,Monsoon,Afternoon,33.6,,,,62,25.3,Comfortable,5.2,,,304,15.5,Moderate,0,0.0,0.0,0,0,998.3,997.0,638.0,419.0,219.0,,100,10,14,100,1,3600.0,15.5,22.9,0.6768558951965066,191.0,12.9,1.6,100.0,0.0,,0.26,55.0,55.0,19.0,6.0,26.0,2,40.0,29.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 15:00:00,2022,8,22,15,0,Monday,34,0,3,Monsoon,Afternoon,32.0,,,,70,25.9,Comfortable,7.3,,,33,16.9,Moderate,0,1.5,1.5,1,0,998.2,996.9,408.0,198.0,210.0,,100,6,20,100,1,3600.0,15.9,23.6,0.673728813559322,214.0,28.9,3.0,84.0,0.0,,0.28,55.0,55.0,19.0,14.0,30.0,2,34.0,29.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 16:00:00,2022,8,22,16,0,Monday,34,0,3,Monsoon,Afternoon,30.2,,,,80,26.4,Humid,5.8,,,90,18.0,Moderate,0,0.2,0.2,1,0,998.4,997.1,176.0,33.0,143.0,,100,1,1,100,1,586.04,17.2,25.4,0.6771653543307087,247.0,51.9,4.8,58.0,0.0,,0.3,55.0,55.0,20.0,26.0,33.0,2,29.0,29.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 17:00:00,2022,8,22,17,0,Monday,34,0,3,Monsoon,Afternoon,28.3,,,,85,25.5,Humid,7.3,,,191,23.0,Moderate,0,7.7,7.7,1,1,1000.1,998.7,56.0,2.0,54.0,,100,2,17,100,1,0.0,21.9,32.1,0.6822429906542056,254.0,59.5,8.2,49.0,0.0,,0.3,56.0,56.0,20.0,29.0,34.0,2,29.0,29.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 18:00:00,2022,8,22,18,0,Monday,34,0,3,Monsoon,Evening,27.1,,,,88,25.0,Very_Humid,8.0,,,190,18.7,Moderate,0,0.1,0.1,1,0,1000.9,999.5,2.0,0.0,2.0,,100,5,17,100,0,0.0,26.7,38.9,0.6863753213367609,254.0,57.0,6.8,44.0,0.0,,0.36,56.0,56.0,20.0,28.0,34.0,2,30.0,30.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 19:00:00,2022,8,22,19,0,Monday,34,0,3,Monsoon,Evening,26.7,,,,91,25.2,Very_Humid,5.5,,,157,14.8,Moderate,0,0.0,0.0,0,0,1001.9,1000.5,0.0,0.0,0.0,,100,10,31,100,0,0.0,19.3,28.2,0.6843971631205674,254.0,53.3,4.8,37.0,0.0,,0.49,57.0,57.0,20.0,26.0,34.0,2,30.0,30.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 20:00:00,2022,8,22,20,0,Monday,34,0,3,Monsoon,Evening,26.5,,,,93,25.3,Very_Humid,3.7,,,79,9.7,Light,0,2.1,2.1,1,0,1003.0,1001.6,0.0,0.0,0.0,,100,12,29,100,0,0.0,17.5,25.3,0.691699604743083,256.0,49.4,2.7,29.0,0.0,,0.38,57.0,57.0,20.0,24.0,32.0,2,31.0,31.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 21:00:00,2022,8,22,21,0,Monday,34,0,3,Monsoon,Night_Late,26.6,,,,93,25.3,Very_Humid,7.6,,,115,13.7,Moderate,0,0.9,0.9,1,0,1003.5,1002.1,0.0,0.0,0.0,,100,0,65,100,0,0.0,18.4,26.6,0.6917293233082706,262.0,48.8,2.2,25.0,0.0,,0.32,57.0,57.0,21.0,24.0,29.0,2,31.0,31.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 22:00:00,2022,8,22,22,0,Monday,34,0,3,Monsoon,Night_Late,26.4,,,,94,25.4,Very_Humid,6.9,,,118,13.7,Moderate,0,0.6,0.6,1,0,1003.6,1002.2,0.0,0.0,0.0,,100,3,23,100,0,0.0,18.9,27.4,0.6897810218978102,270.0,49.3,2.5,21.0,0.0,,0.27,57.0,57.0,21.0,24.0,25.0,2,31.0,31.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-22 23:00:00,2022,8,22,23,0,Monday,34,0,3,Monsoon,Night_Late,26.3,,,,95,25.4,Very_Humid,7.0,,,145,13.7,Moderate,0,0.4,0.4,1,0,1002.6,1001.2,0.0,0.0,0.0,,100,0,44,100,0,0.0,19.8,28.6,0.6923076923076923,274.0,48.2,2.5,19.0,0.0,,0.26,58.0,58.0,21.0,24.0,20.0,2,31.0,31.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 00:00:00,2022,8,23,0,1,Tuesday,34,0,3,Monsoon,Night,26.3,,,,96,25.6,Very_Humid,6.0,,,147,12.6,Moderate,0,0.2,0.2,1,0,1001.9,1000.5,0.0,0.0,0.0,,100,7,37,100,0,0.0,21.3,30.7,0.6938110749185669,269.0,44.7,2.0,20.0,0.0,,0.32,58.0,58.0,21.0,22.0,16.0,3,32.0,32.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 01:00:00,2022,8,23,1,1,Tuesday,34,0,3,Monsoon,Night,25.8,,,,97,25.3,Very_Humid,4.1,,,75,10.1,Light,0,3.1,3.1,1,0,1002.0,1000.6,0.0,0.0,0.0,,100,100,37,100,0,0.0,20.5,29.6,0.6925675675675675,258.0,39.7,1.2,24.0,0.0,,0.36,59.0,59.0,21.0,20.0,14.0,3,32.0,32.0,24.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 02:00:00,2022,8,23,2,1,Tuesday,34,0,3,Monsoon,Night,25.9,,,,96,25.2,Very_Humid,6.4,,,106,14.0,Moderate,0,3.0,3.0,1,0,1001.8,1000.4,0.0,0.0,0.0,,100,10,87,100,0,0.0,18.3,26.4,0.6931818181818182,243.0,32.8,0.4,29.0,0.0,,0.42,59.0,59.0,22.0,16.0,13.0,3,33.0,33.0,24.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 03:00:00,2022,8,23,3,1,Tuesday,34,0,3,Monsoon,Night,25.7,,,,97,25.2,Very_Humid,6.8,,,115,11.9,Moderate,0,0.1,0.1,1,0,1001.8,1000.4,0.0,0.0,0.0,,100,38,92,100,0,0.0,15.0,21.5,0.6976744186046512,230.0,27.1,0.3,32.0,0.0,,0.32,59.0,59.0,22.0,13.0,12.0,3,33.0,33.0,24.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 04:00:00,2022,8,23,4,1,Tuesday,34,0,3,Monsoon,Night,25.6,,,,96,25.0,Very_Humid,6.4,,,142,14.8,Moderate,0,0.1,0.1,1,0,1002.2,1000.8,0.0,0.0,0.0,,100,21,1,100,0,0.0,13.6,19.6,0.693877551020408,216.0,21.2,0.3,35.0,0.0,,0.29,59.0,59.0,22.0,10.0,12.0,2,33.0,33.0,24.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 05:00:00,2022,8,23,5,1,Tuesday,34,0,3,Monsoon,Night,25.5,,,,95,24.6,Very_Humid,8.0,,,175,14.0,Moderate,0,0.1,0.1,1,0,1002.7,1001.3,5.0,0.0,5.0,,100,93,28,100,1,0.0,10.7,15.3,0.6993464052287581,192.0,15.9,0.4,41.0,0.0,,0.21,59.0,59.0,22.0,8.0,12.0,2,33.0,33.0,24.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 06:00:00,2022,8,23,6,1,Tuesday,34,0,3,Monsoon,Early_Morning,26.1,,,,91,24.6,Very_Humid,6.6,,,167,15.5,Moderate,0,0.1,0.1,1,0,1004.1,1002.7,68.0,17.0,51.0,,100,47,29,100,1,660.11,7.5,10.7,0.7009345794392524,192.0,16.5,0.6,45.0,0.0,,0.2,59.0,59.0,21.0,8.0,13.0,2,32.0,32.0,24.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 07:00:00,2022,8,23,7,1,Tuesday,34,0,3,Monsoon,Early_Morning,26.5,,,,90,24.7,Very_Humid,12.9,,,162,27.0,Fresh,0,0.1,0.1,1,0,1004.5,1003.1,200.0,50.0,150.0,,100,91,39,100,1,1673.08,7.1,10.1,0.7029702970297029,193.0,17.4,0.8,50.0,0.0,,0.18,59.0,59.0,21.0,9.0,14.0,2,32.0,32.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 08:00:00,2022,8,23,8,1,Tuesday,34,0,3,Monsoon,Early_Morning,27.5,,,,84,24.6,Humid,6.6,,,139,27.7,Moderate,0,0.1,0.1,1,0,1004.5,1003.1,312.0,127.0,185.0,,100,11,20,100,1,3600.0,7.5,10.7,0.7009345794392524,192.0,17.2,0.9,58.0,0.0,,0.16,59.0,59.0,21.0,8.0,16.0,2,32.0,32.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 09:00:00,2022,8,23,9,1,Tuesday,34,0,3,Monsoon,Morning,29.6,,,,76,24.8,Humid,10.9,,,124,24.1,Fresh,0,0.0,0.0,0,0,1004.3,1002.9,598.0,359.0,239.0,,100,100,15,87,1,3600.0,8.6,12.3,0.6991869918699186,189.0,15.0,0.9,66.0,0.0,,0.17,58.0,58.0,21.0,7.0,18.0,2,32.0,32.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 10:00:00,2022,8,23,10,1,Tuesday,34,0,3,Monsoon,Morning,30.5,,,,73,25.0,Humid,11.5,,,122,25.2,Fresh,0,0.1,0.1,1,0,1003.9,1002.5,542.0,163.0,379.0,,100,100,4,93,1,3574.42,9.9,14.1,0.7021276595744681,185.0,11.6,0.8,75.0,0.0,,0.18,58.0,58.0,21.0,6.0,21.0,2,32.0,32.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 11:00:00,2022,8,23,11,1,Tuesday,34,0,3,Monsoon,Morning,31.2,,,,69,24.9,Comfortable,8.8,,,125,24.8,Moderate,0,0.0,0.0,0,0,1003.1,1001.7,472.0,92.0,380.0,,100,100,9,100,1,1052.41,10.5,15.1,0.695364238410596,180.0,8.1,0.7,85.0,0.0,,0.19,58.0,58.0,21.0,4.0,23.0,2,34.0,31.0,23.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 12:00:00,2022,8,23,12,1,Tuesday,34,0,3,Monsoon,Morning,32.1,,,,66,25.0,Comfortable,7.9,,,137,24.5,Moderate,0,0.0,0.0,0,0,1001.9,1000.6,653.0,289.0,364.0,,100,22,15,100,1,3600.0,10.5,15.0,0.7,176.0,5.9,0.7,89.0,0.0,,0.18,57.0,57.0,20.0,3.0,26.0,2,36.0,31.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 13:00:00,2022,8,23,13,1,Tuesday,34,0,3,Monsoon,Afternoon,32.0,,,,68,25.4,Comfortable,10.2,,,162,23.8,Fresh,0,0.3,0.3,1,0,1001.4,1000.1,746.0,507.0,239.0,,100,15,24,100,1,3600.0,10.4,14.8,0.7027027027027027,171.0,4.2,0.7,92.0,0.0,,0.18,57.0,57.0,20.0,2.0,30.0,2,37.0,31.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 14:00:00,2022,8,23,14,1,Tuesday,34,0,3,Monsoon,Afternoon,31.0,,,,72,25.3,Humid,13.1,,,172,27.0,Fresh,0,1.6,1.6,1,0,1001.6,1000.3,523.0,281.0,242.0,,100,49,17,100,1,3600.0,8.5,12.2,0.6967213114754098,172.0,6.6,0.8,88.0,0.0,,0.17,57.0,57.0,20.0,3.0,32.0,2,35.0,30.0,22.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 15:00:00,2022,8,23,15,1,Tuesday,34,0,3,Monsoon,Afternoon,29.1,,,,82,25.7,Humid,7.0,,,168,28.4,Moderate,0,2.3,2.3,1,0,1001.8,1000.4,250.0,66.0,184.0,,100,8,40,100,1,1416.39,9.3,13.3,0.6992481203007519,182.0,15.4,0.9,75.0,0.0,,0.15,56.0,56.0,19.0,8.0,35.0,2,30.0,30.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 16:00:00,2022,8,23,16,1,Tuesday,34,0,3,Monsoon,Afternoon,28.5,,,,84,25.5,Humid,8.0,,,170,15.1,Moderate,0,0.3,0.3,1,0,1002.0,1000.6,79.0,0.0,79.0,,100,8,13,100,1,0.0,9.4,13.5,0.6962962962962963,197.0,28.0,1.1,55.0,0.0,,0.13,55.0,55.0,19.0,14.0,36.0,2,29.0,29.0,21.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 17:00:00,2022,8,23,17,1,Tuesday,34,0,3,Monsoon,Afternoon,29.2,,,,81,25.5,Humid,5.4,,,184,15.8,Moderate,0,0.0,0.0,0,0,1002.6,1001.2,51.0,2.0,49.0,,100,2,2,100,1,0.0,13.3,19.0,0.7000000000000001,219.0,39.0,1.0,26.0,0.0,,0.2,55.0,55.0,19.0,19.0,36.0,2,28.0,28.0,20.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 18:00:00,2022,8,23,18,1,Tuesday,34,0,3,Monsoon,Evening,28.2,,,,84,25.2,Humid,7.9,,,183,14.4,Moderate,0,0.0,0.0,0,0,1003.8,1002.4,2.0,0.0,2.0,,99,12,17,99,0,0.0,14.2,20.4,0.696078431372549,230.0,40.2,1.2,25.0,0.0,,0.21,54.0,54.0,18.0,20.0,34.0,2,28.0,28.0,20.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 19:00:00,2022,8,23,19,1,Tuesday,34,0,3,Monsoon,Evening,27.6,,,,86,25.0,Very_Humid,6.5,,,186,14.0,Moderate,0,0.0,0.0,0,0,1004.9,1003.5,0.0,0.0,0.0,,100,1,16,100,0,0.0,14.5,20.7,0.7004830917874396,245.0,42.0,1.4,23.0,0.0,,0.22,53.0,53.0,17.0,21.0,31.0,2,27.0,27.0,19.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 20:00:00,2022,8,23,20,1,Tuesday,34,0,3,Monsoon,Evening,27.1,,,,89,25.1,Very_Humid,4.3,,,175,11.9,Light,0,0.0,0.0,0,0,1005.8,1004.4,0.0,0.0,0.0,,98,1,17,97,0,0.0,14.5,20.8,0.6971153846153846,256.0,41.8,1.7,23.0,0.0,,0.24,52.0,52.0,17.0,21.0,27.0,2,26.0,26.0,19.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 21:00:00,2022,8,23,21,1,Tuesday,34,0,3,Monsoon,Night_Late,27.0,,,,89,25.1,Very_Humid,5.0,,,159,9.0,Light,0,0.0,0.0,0,0,1006.7,1005.3,0.0,0.0,0.0,,94,3,20,92,0,0.0,14.4,20.6,0.6990291262135923,250.0,37.8,2.1,26.0,0.0,,0.24,52.0,52.0,17.0,19.0,24.0,2,26.0,26.0,19.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 22:00:00,2022,8,23,22,1,Tuesday,34,0,3,Monsoon,Night_Late,26.5,,,,93,25.2,Very_Humid,3.8,,,139,9.0,Light,0,0.0,0.0,0,0,1007.5,1006.1,0.0,0.0,0.0,,94,2,22,93,0,0.0,14.1,20.3,0.6945812807881773,237.0,31.9,2.6,31.0,0.0,,0.24,52.0,52.0,17.0,16.0,20.0,2,26.0,26.0,18.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-23 23:00:00,2022,8,23,23,1,Tuesday,34,0,3,Monsoon,Night_Late,26.5,,,,92,25.1,Very_Humid,7.6,,,121,12.2,Moderate,0,0.0,0.0,0,0,1007.1,1005.7,0.0,0.0,0.0,,91,0,9,90,0,0.0,13.9,19.8,0.702020202020202,220.0,24.3,3.0,36.0,0.0,,0.23,51.0,51.0,16.0,12.0,16.0,2,25.0,25.0,18.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 00:00:00,2022,8,24,0,2,Wednesday,34,0,3,Monsoon,Night,26.2,,,,93,25.1,Very_Humid,7.9,,,106,14.8,Moderate,0,0.0,0.0,0,0,1006.7,1005.3,0.0,0.0,0.0,,35,1,3,32,0,0.0,13.8,19.8,0.696969696969697,211.0,19.8,3.1,37.0,0.0,,0.21,51.0,51.0,16.0,10.0,14.0,2,25.0,25.0,18.0,Moderate,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 01:00:00,2022,8,24,1,2,Wednesday,34,0,3,Monsoon,Night,25.9,,,,95,25.0,Very_Humid,5.6,,,75,13.7,Moderate,0,0.0,0.0,0,0,1006.4,1005.0,0.0,0.0,0.0,,78,4,7,75,0,0.0,13.9,19.9,0.6984924623115578,202.0,15.6,3.0,38.0,0.0,,0.19,50.0,50.0,16.0,8.0,13.0,2,24.0,24.0,17.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 02:00:00,2022,8,24,2,2,Wednesday,34,0,3,Monsoon,Night,25.7,,,,96,25.0,Very_Humid,7.3,,,70,13.0,Moderate,0,0.0,0.0,0,0,1005.8,1004.4,0.0,0.0,0.0,,96,7,1,96,0,0.0,13.4,19.2,0.6979166666666667,192.0,11.7,2.8,37.0,0.0,,0.17,49.0,49.0,15.0,6.0,14.0,2,24.0,24.0,17.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 03:00:00,2022,8,24,3,2,Wednesday,34,0,3,Monsoon,Night,25.5,,,,96,24.8,Very_Humid,7.6,,,87,13.3,Moderate,0,0.0,0.0,0,0,1005.8,1004.4,0.0,0.0,0.0,,94,6,0,94,0,0.0,13.1,18.7,0.7005347593582888,187.0,10.8,2.7,35.0,0.0,,0.16,48.0,48.0,15.0,5.0,15.0,2,23.0,23.0,17.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 04:00:00,2022,8,24,4,2,Wednesday,34,0,3,Monsoon,Night,25.3,,,,96,24.6,Very_Humid,7.6,,,90,13.3,Moderate,0,0.0,0.0,0,0,1006.3,1004.9,0.0,0.0,0.0,,87,8,1,86,0,0.0,12.6,18.0,0.7,183.0,11.1,2.3,32.0,0.0,,0.15,48.0,48.0,15.0,5.0,15.0,2,23.0,23.0,16.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 05:00:00,2022,8,24,5,2,Wednesday,34,0,3,Monsoon,Night,25.8,,,,94,24.7,Very_Humid,7.1,,,105,14.0,Moderate,0,0.0,0.0,0,0,1006.7,1005.3,6.0,1.0,5.0,,78,5,2,35,1,0.0,12.9,18.3,0.7049180327868853,183.0,13.3,1.6,28.0,0.0,,0.13,48.0,48.0,15.0,7.0,16.0,2,23.0,23.0,16.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 06:00:00,2022,8,24,6,2,Wednesday,34,0,3,Monsoon,Early_Morning,27.2,,,,84,24.3,Humid,11.2,,,132,22.3,Fresh,0,0.0,0.0,0,0,1007.8,1006.4,121.0,64.0,57.0,,18,12,8,0,1,3600.0,11.1,15.9,0.6981132075471698,179.0,12.9,1.6,35.0,0.0,,0.12,48.0,48.0,15.0,6.0,16.0,2,23.0,23.0,17.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 07:00:00,2022,8,24,7,2,Wednesday,34,0,3,Monsoon,Early_Morning,28.3,,,,79,24.4,Humid,14.4,,,143,28.4,Fresh,0,0.0,0.0,0,0,1008.0,1006.6,310.0,204.0,106.0,,17,17,0,0,1,3600.0,7.8,11.1,0.7027027027027027,172.0,12.4,1.5,44.0,0.0,,0.12,49.0,49.0,15.0,6.0,16.0,2,23.0,23.0,17.0,Good,Good,0,,0,0
Agartala,Tripura,23.8315,91.2868,2022-08-24 08:00:00,2022,8,24,8,2,Wednesday,34,0,3,Monsoon,Early_Morning,29.4,,,,73,24.2,Humid,16.4,,,151,33.1,Fresh,0,0.0,0.0,0,0,1008.2,1006.8,489.0,346.0,143.0,,18,16,2,1,1,3600.0,6.6,9.5,0.6947368421052631,164.0,11.3,1.4,57.0,0.0,,0.12,49.0,49.0,15.0,6.0,17.0,2,24.0,24.0,17.0,Good,Good,0,,0,0
